timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_lengh,tcp_flags,ttl
2026-01-01 15:55:22,ANOMALY,MEDIUM,162.159.133.234,192.168.1.5,6,Anomaly score = 0.1608876426544275

2026-01-01 15:55:22,ANOMALY,MEDIUM,192.168.1.5,162.159.133.234,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:23,ANOMALY,MEDIUM,162.159.133.234,192.168.1.5,6,Anomaly score = 0.13878092304297862

2026-01-01 15:55:23,ANOMALY,MEDIUM,192.168.1.5,162.159.133.234,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:24,ANOMALY,MEDIUM,162.159.133.234,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,162.159.133.234,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.12962437641947833

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:24,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:25,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:25,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:25,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:25,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.16303908741418205

2026-01-01 15:55:25,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.16034846892655852

2026-01-01 15:55:25,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.16034846892655852

2026-01-01 15:55:25,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:25,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:25,ANOMALY,MEDIUM,192.168.1.5,98.88.167.149,6,Anomaly score = 0.16048106059295142

2026-01-01 15:55:26,ANOMALY,MEDIUM,98.88.167.149,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:26,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.12962437641947833

2026-01-01 15:55:26,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:26,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:26,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:27,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:27,ANOMALY,MEDIUM,20.189.173.18,192.168.1.5,6,Anomaly score = 0.17532482279470712

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:27,ANOMALY,MEDIUM,162.159.133.234,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,162.159.133.234,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:27,ANOMALY,MEDIUM,44.205.107.137,192.168.1.5,6,Anomaly score = 0.1592240841845543

2026-01-01 15:55:27,ANOMALY,MEDIUM,44.205.107.137,192.168.1.5,6,Anomaly score = 0.15585982978842733

2026-01-01 15:55:27,ANOMALY,MEDIUM,44.205.107.137,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,44.205.107.137,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:27,ANOMALY,MEDIUM,44.205.107.137,192.168.1.5,6,Anomaly score = 0.1592240841845543

2026-01-01 15:55:27,ANOMALY,MEDIUM,44.205.107.137,192.168.1.5,6,Anomaly score = 0.15585982978842733

2026-01-01 15:55:27,ANOMALY,MEDIUM,44.205.107.137,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,44.205.107.137,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.5,44.205.107.137,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:27,ANOMALY,MEDIUM,192.168.1.4,192.168.1.255,17,Anomaly score = -0.03611612816127974

2026-01-01 15:55:28,ANOMALY,MEDIUM,44.205.107.137,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:28,ANOMALY,MEDIUM,192.168.1.5,224.0.0.251,17,Anomaly score = -0.0017647318004802015

2026-01-01 15:55:28,ANOMALY,MEDIUM,192.168.1.1,224.0.0.1,2,Anomaly score = 0.14370199031929765

2026-01-01 15:55:28,ANOMALY,MEDIUM,162.159.133.234,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:28,ANOMALY,MEDIUM,192.168.1.5,20.44.10.123,6,Anomaly score = 0.15968496481157252

2026-01-01 15:55:28,ANOMALY,MEDIUM,192.168.1.5,162.159.133.234,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:28,ANOMALY,MEDIUM,192.168.1.5,239.255.255.250,2,Anomaly score = 0.14370199031929765

2026-01-01 15:55:28,ANOMALY,MEDIUM,192.168.1.5,239.255.255.250,17,Anomaly score = -0.02953752256850939

2026-01-01 15:55:28,ANOMALY,MEDIUM,20.44.10.123,192.168.1.5,6,Anomaly score = 0.156493968793727

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.44.10.123,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.44.10.123,6,Anomaly score = 0.11352573974974511

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.12962437641947833

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.12281217890602925

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.189.173.18,6,Anomaly score = 0.09109445318573473

2026-01-01 15:55:29,ANOMALY,MEDIUM,162.159.133.234,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,162.159.133.234,6,Anomaly score = 0.16133966071112443

2026-01-01 15:55:29,ANOMALY,MEDIUM,20.44.10.123,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:29,ANOMALY,MEDIUM,20.44.10.123,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:29,ANOMALY,MEDIUM,20.44.10.123,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:29,ANOMALY,MEDIUM,20.44.10.123,192.168.1.5,6,Anomaly score = 0.0844663887196262

2026-01-01 15:55:29,ANOMALY,MEDIUM,192.168.1.5,20.44.10.123,6,Anomaly score = 0.16133966071112443

